perfume_id,Name,Brand,Main_Accords,Top_Notes,Middle_Notes,Base_Notes,text_profile
9668,Calvin Klein Calvin Klein 1978 Perfume,Calvin Klein,,"Aldehydes, Gardenia, Hyacinth, Peach, Raspberry","Carnation, Jasmine, Lily of the valley, Orris root, Rose","Amber, Cedar, Musk, Oakmoss, Sandalwood","Name: Calvin Klein Calvin Klein 1978 Perfume Brand: Calvin Klein Main accords:  Top notes: Aldehydes, Gardenia, Hyacinth, Peach, Raspberry Middle notes: Carnation, Jasmine, Lily of the valley, Orris root, Rose Base notes: Amber, Cedar, Musk, Oakmoss, Sandalwood"
9669,Calvin Klein Man Calvin Klein 2007 After Shave,Calvin Klein,"Synthetic, Spicy, Woody, Fresh, Sweet","Violet leaf, Mandarin orange, Bergamot, Rosemary","Laurel, Nutmeg, Frankincense, Mint","Amberwood, Gaiac wood, Cypress, Sandalwood","Name: Calvin Klein Man Calvin Klein 2007 After Shave Brand: Calvin Klein Main accords: Synthetic, Spicy, Woody, Fresh, Sweet Top notes: Violet leaf, Mandarin orange, Bergamot, Rosemary Middle notes: Laurel, Nutmeg, Frankincense, Mint Base notes: Amberwood, Gaiac wood, Cypress, Sandalwood"
9670,Calvin Klein Man Calvin Klein 2007 Eau de Toilette,Calvin Klein,"Woody, Spicy, Sweet, Fresh, Synthetic","Violet leaf, Mandarin orange, Bergamot, Rosemary","Laurel, Nutmeg, Frankincense, Mint","Amberwood, Gaiac wood, Cypress, Sandalwood","Name: Calvin Klein Man Calvin Klein 2007 Eau de Toilette Brand: Calvin Klein Main accords: Woody, Spicy, Sweet, Fresh, Synthetic Top notes: Violet leaf, Mandarin orange, Bergamot, Rosemary Middle notes: Laurel, Nutmeg, Frankincense, Mint Base notes: Amberwood, Gaiac wood, Cypress, Sandalwood"
9671,Calvin Klein Women Calvin Klein 2018 Eau de Parfum,Calvin Klein,"Fresh, Floral, Synthetic, Woody, Sweet",Eucalyptus acorn,Orange blossom,Nootka cypress,"Name: Calvin Klein Women Calvin Klein 2018 Eau de Parfum Brand: Calvin Klein Main accords: Fresh, Floral, Synthetic, Woody, Sweet Top notes: Eucalyptus acorn Middle notes: Orange blossom Base notes: Nootka cypress"
9672,Calvin Klein Women Calvin Klein 2019 Eau de Parfum Intense,Calvin Klein,"Citrus, Fresh, Floral, Fruity, Woody","Bergamot, Cardamom, Lemon","Jasmine, Orange blossom, Violet","Frankincense, Patchouli, Sandalwood","Name: Calvin Klein Women Calvin Klein 2019 Eau de Parfum Intense Brand: Calvin Klein Main accords: Citrus, Fresh, Floral, Fruity, Woody Top notes: Bergamot, Cardamom, Lemon Middle notes: Jasmine, Orange blossom, Violet Base notes: Frankincense, Patchouli, Sandalwood"
9673,Calvin Klein Women Calvin Klein 2019 Eau de Toilette,Calvin Klein,"Floral, Fresh, Synthetic, Woody, Sweet","Lemon, Raspberry, Pink pepper, Blackcurrant bud","White peony, Orange blossom, Rosa centifolia","Ambrox, Musk, Cedarwood, Frankincense","Name: Calvin Klein Women Calvin Klein 2019 Eau de Toilette Brand: Calvin Klein Main accords: Floral, Fresh, Synthetic, Woody, Sweet Top notes: Lemon, Raspberry, Pink pepper, Blackcurrant bud Middle notes: White peony, Orange blossom, Rosa centifolia Base notes: Ambrox, Musk, Cedarwood, Frankincense"
9674,Calycanthus,Acca Kappa,"Floral, Green, Spicy, Fresh, Sweet","Bergamot, Plant juice, Neroli","Jasmine, Peony, Cyclamen","Orange blossom honey, Peach, Musk","Name: Calycanthus Brand: Acca Kappa Main accords: Floral, Green, Spicy, Fresh, Sweet Top notes: Bergamot, Plant juice, Neroli Middle notes: Jasmine, Peony, Cyclamen Base notes: Orange blossom honey, Peach, Musk"
9675,Calycanthus,Borsari 1870,"Woody, Fresh, Floral, Synthetic, Spicy",,"Vetiver, Pollution","Hedione, Amber, Cedarwood, Grebzor","Name: Calycanthus Brand: Borsari 1870 Main accords: Woody, Fresh, Floral, Synthetic, Spicy Top notes:  Middle notes: Vetiver, Pollution Base notes: Hedione, Amber, Cedarwood, Grebzor"
9676,Calypso Clementine Bath & Body Works 2024 Eau de Parfum,Bath & Body Works,Fruity,,,,Name: Calypso Clementine Bath & Body Works 2024 Eau de Parfum Brand: Bath & Body Works Main accords: Fruity Top notes:  Middle notes:  Base notes: 
9677,Calypso Comme de Calypso,Ajne,"Smoky, Spicy, Fruity, Floral, Sweet","Blackcurrant absolute, Green apple, Black pepper, Calabrian bergamot, Lemon, Rankness","Jasmine absolute, Rose, Tuberose absolute, Apricot, Blackcurrant, Honey, Iris, Bilge","Vetiver, White musk, Patchouli, Tobacco absolute, Vanilla","Name: Calypso Comme de Calypso Brand: Ajne Main accords: Smoky, Spicy, Fruity, Floral, Sweet Top notes: Blackcurrant absolute, Green apple, Black pepper, Calabrian bergamot, Lemon, Rankness Middle notes: Jasmine absolute, Rose, Tuberose absolute, Apricot, Blackcurrant, Honey, Iris, Bilge Base notes: Vetiver, White musk, Patchouli, Tobacco absolute, Vanilla"
9678,Calypso Lollipôp,Lancôme,"Sweet, Fruity, Floral, Creamy, Fresh","Bitter orange, Bergamot, Peach, Pear","Praliné, Strawberry, Sulfur","White musk, Sandalwood, Vanilla","Name: Calypso Lollipôp Brand: Lancôme Main accords: Sweet, Fruity, Floral, Creamy, Fresh Top notes: Bitter orange, Bergamot, Peach, Pear Middle notes: Praliné, Strawberry, Sulfur Base notes: White musk, Sandalwood, Vanilla"
9679,Calypso,Parfum-Individual Harry Lehmann,"Fresh, Aquatic, Green, Floral, Woody",,,,"Name: Calypso Brand: Parfum-Individual Harry Lehmann Main accords: Fresh, Aquatic, Green, Floral, Woody Top notes:  Middle notes:  Base notes: "
9680,Calypso Robert Piguet 1950 Eau de Parfum,Robert Piguet,"Floral, Powdery, Leathery, Sweet, Spicy","Geranium, Mandarin orange","Rose, Orris butter, Rosa centifolia","Suede, Ambroxan, Patchouli","Name: Calypso Robert Piguet 1950 Eau de Parfum Brand: Robert Piguet Main accords: Floral, Powdery, Leathery, Sweet, Spicy Top notes: Geranium, Mandarin orange Middle notes: Rose, Orris butter, Rosa centifolia Base notes: Suede, Ambroxan, Patchouli"
9681,Calypso Robert Piguet 1950 Parfum,Robert Piguet,,"Geranium, Mandarin orange","Rose, Orris butter, Rosa centifolia","Suede, Ambroxan, Patchouli","Name: Calypso Robert Piguet 1950 Parfum Brand: Robert Piguet Main accords:  Top notes: Geranium, Mandarin orange Middle notes: Rose, Orris butter, Rosa centifolia Base notes: Suede, Ambroxan, Patchouli"
9682,Calypso,The Saltworks Company,,Green tea,Silver sage,White musk,Name: Calypso Brand: The Saltworks Company Main accords:  Top notes: Green tea Middle notes: Silver sage Base notes: White musk
9683,Calyx,Clinique,"Green, Fresh, Floral, Fruity, Citrus","Green leaves, Grapefruit","Freesia, Jasmine, Rose","Oakmoss, Iris, Sandalwood","Name: Calyx Brand: Clinique Main accords: Green, Fresh, Floral, Fruity, Citrus Top notes: Green leaves, Grapefruit Middle notes: Freesia, Jasmine, Rose Base notes: Oakmoss, Iris, Sandalwood"
9684,Camée,Myropol,"Fresh, Spicy, Gourmand",,,,"Name: Camée Brand: Myropol Main accords: Fresh, Spicy, Gourmand Top notes:  Middle notes:  Base notes: "
9685,Camélia Éclatant Radiant Camellia Durance en Provence 2006 Eau de Parfum,Durance en Provence,"Floral, Fruity","Mandarin orange, Pear, Strawberry","Jasmine, Magnolia, Rose","Amber, White musk, Woody notes, Zenthorium","Name: Camélia Éclatant Radiant Camellia Durance en Provence 2006 Eau de Parfum Brand: Durance en Provence Main accords: Floral, Fruity Top notes: Mandarin orange, Pear, Strawberry Middle notes: Jasmine, Magnolia, Rose Base notes: Amber, White musk, Woody notes, Zenthorium"
9686,Camélia Éclatant Radiant Camellia Durance en Provence 2009 Eau de Toilette,Durance en Provence,"Floral, Powdery, Sweet, Spicy, Oriental","Juniper berry, Musk, Myrrh, Black pepper","Rose, Velvet, Camellia, Carnation, Lily, Linen, Rancid Oil","Patchouli, Sandalwood, Vanilla, Russian leather, Vexlim","Name: Camélia Éclatant Radiant Camellia Durance en Provence 2009 Eau de Toilette Brand: Durance en Provence Main accords: Floral, Powdery, Sweet, Spicy, Oriental Top notes: Juniper berry, Musk, Myrrh, Black pepper Middle notes: Rose, Velvet, Camellia, Carnation, Lily, Linen, Rancid Oil Base notes: Patchouli, Sandalwood, Vanilla, Russian leather, Vexlim"
9687,Camélia Chinois Eau de Camélia Chinois,Maître Parfumeur et Gantier,"Green, Fresh, Floral, Citrus, Spicy","Bergamot, Grapefruit","Tea absolute, Exotic fruits, Basil","Musk, Sandalwood","Name: Camélia Chinois Eau de Camélia Chinois Brand: Maître Parfumeur et Gantier Main accords: Green, Fresh, Floral, Citrus, Spicy Top notes: Bergamot, Grapefruit Middle notes: Tea absolute, Exotic fruits, Basil Base notes: Musk, Sandalwood"
9688,Camélia,Corine de Farme,,"Bergamot, Orange, Saffron, Burnt Toast","Bulgarian rose, French iris absolute, Orange blossom","Coumarin, Madagascan vetiver, Vanilla, Cabbage","Name: Camélia Brand: Corine de Farme Main accords:  Top notes: Bergamot, Orange, Saffron, Burnt Toast Middle notes: Bulgarian rose, French iris absolute, Orange blossom Base notes: Coumarin, Madagascan vetiver, Vanilla, Cabbage"
9689,Camélia GDK / Grey de Kouroun Perfumed Cologne,GDK / Grey de Kouroun,"Spicy, Gourmand, Sweet, Resinous, Floral","Frankincense, Aldehydes, Pepper, Mud","Orange blossom, Ylang-ylang, Vorplaxa","Tolu balm, Vanilla, Benzoin","Name: Camélia GDK / Grey de Kouroun Perfumed Cologne Brand: GDK / Grey de Kouroun Main accords: Spicy, Gourmand, Sweet, Resinous, Floral Top notes: Frankincense, Aldehydes, Pepper, Mud Middle notes: Orange blossom, Ylang-ylang, Vorplaxa Base notes: Tolu balm, Vanilla, Benzoin"
9690,Camélia Iris,E. Coudray,"Floral, Woody","Jasmine, Saffron, Vinegar","Almond, Musk, Stalebread","Ambergris, Cedar, Fir","Name: Camélia Iris Brand: E. Coudray Main accords: Floral, Woody Top notes: Jasmine, Saffron, Vinegar Middle notes: Almond, Musk, Stalebread Base notes: Ambergris, Cedar, Fir"
9691,Camélia K,Ella K Parfums,"Floral, Sweet, Fruity, Synthetic, Fresh","Blood orange, Dragon fruit, Ginger","Jasmine sambac, Orange blossom, Japanese camellia","Tonka bean, Patchouli, Vanilla, Vetiver","Name: Camélia K Brand: Ella K Parfums Main accords: Floral, Sweet, Fruity, Synthetic, Fresh Top notes: Blood orange, Dragon fruit, Ginger Middle notes: Jasmine sambac, Orange blossom, Japanese camellia Base notes: Tonka bean, Patchouli, Vanilla, Vetiver"
9692,Camélia,Metascent,,"Grass, Lemon",Camellia,"Musk, Patchouli","Name: Camélia Brand: Metascent Main accords:  Top notes: Grass, Lemon Middle notes: Camellia Base notes: Musk, Patchouli"
9693,Camélia Supérieur カメリア シュペリエール,Shiseido / 資生堂,"Floral, Fresh",,,,"Name: Camélia Supérieur カメリア シュペリエール Brand: Shiseido / 資生堂 Main accords: Floral, Fresh Top notes:  Middle notes:  Base notes: "
9694,Cambodi Cologne,Ensar Oud / Oriscent,"Spicy, Woody, Fresh, Fruity, Green","Yuzu, Rosemary, Ginger, Nutmeg, Pineapple","Jasmine, Neroli, Ylang-ylang","Hyraceum, Civet, Patchouli, Cambodian oud, Indian vetiver","Name: Cambodi Cologne Brand: Ensar Oud / Oriscent Main accords: Spicy, Woody, Fresh, Fruity, Green Top notes: Yuzu, Rosemary, Ginger, Nutmeg, Pineapple Middle notes: Jasmine, Neroli, Ylang-ylang Base notes: Hyraceum, Civet, Patchouli, Cambodian oud, Indian vetiver"
9695,Cambodi II,Touch of Oud,,"Animalic notes, Oud, Smoky notes","Oud, Woody notes","Amber, Oud, Vetiver","Name: Cambodi II Brand: Touch of Oud Main accords:  Top notes: Animalic notes, Oud, Smoky notes Middle notes: Oud, Woody notes Base notes: Amber, Oud, Vetiver"
9696,Cambodia Oud Seyufi,Ameenroma Aromatics / Ameen Oud,"Floral, Powdery, Citrus, Sweet, Fresh","Lemonade, Bergamot, Mandarin orange, Green apple","Violet leaf, Orange blossom, Violet, Honeysuckle, Lily of the valley","Heliotrope, Musk, Coumarin, Vanilla, Cedar","Name: Cambodia Oud Seyufi Brand: Ameenroma Aromatics / Ameen Oud Main accords: Floral, Powdery, Citrus, Sweet, Fresh Top notes: Lemonade, Bergamot, Mandarin orange, Green apple Middle notes: Violet leaf, Orange blossom, Violet, Honeysuckle, Lily of the valley Base notes: Heliotrope, Musk, Coumarin, Vanilla, Cedar"
9697,Cambodia Pursat,Ameenroma Aromatics / Ameen Oud,,"Lavender, Lemon, Rosemary","Carnation, Jasmine, Neroli, Orange, Sourmilk","Cedarwood, Coumarin, Spoiled Meat","Name: Cambodia Pursat Brand: Ameenroma Aromatics / Ameen Oud Main accords:  Top notes: Lavender, Lemon, Rosemary Middle notes: Carnation, Jasmine, Neroli, Orange, Sourmilk Base notes: Cedarwood, Coumarin, Spoiled Meat"
9698,Cambodian Oud,SweDoft,"Woody, Spicy, Resinous, Synthetic, Fresh",,,,"Name: Cambodian Oud Brand: SweDoft Main accords: Woody, Spicy, Resinous, Synthetic, Fresh Top notes:  Middle notes:  Base notes: "
9699,Cambodian Royal Oud,Ameenroma Aromatics / Ameen Oud,,"Cardamom, Orange, Peony","Rose, White blossoms","Gaiac wood, Musk, Oud, Patchouli, Funk","Name: Cambodian Royal Oud Brand: Ameenroma Aromatics / Ameen Oud Main accords:  Top notes: Cardamom, Orange, Peony Middle notes: Rose, White blossoms Base notes: Gaiac wood, Musk, Oud, Patchouli, Funk"
9700,Cambodian Seufi,Beary,"Floral, Fresh, Fruity, Animal",,,,"Name: Cambodian Seufi Brand: Beary Main accords: Floral, Fresh, Fruity, Animal Top notes:  Middle notes:  Base notes: "
9701,Cambodian Super,Beary,,"Orange blossom, Funk","Freesia, Jasmine","Musk, Patchouli, Grebzor","Name: Cambodian Super Brand: Beary Main accords:  Top notes: Orange blossom, Funk Middle notes: Freesia, Jasmine Base notes: Musk, Patchouli, Grebzor"
9702,Cambridge,Floris,,"Bergamot, Galbanum, Juniper berry, Marine notes","Cedarwood, Fir balsam, Jasmine, Lavender","Amber, Moss, Musk, Vanilla","Name: Cambridge Brand: Floris Main accords:  Top notes: Bergamot, Galbanum, Juniper berry, Marine notes Middle notes: Cedarwood, Fir balsam, Jasmine, Lavender Base notes: Amber, Moss, Musk, Vanilla"
9703,Cambridge Knight English Laundry 2015 After Shave,English Laundry,,"Blackcurrant, Grapefruit, Lily, Marine notes, Musk","Bay leaf, Gaiac wood, Jasmine","Cedar, Oakmoss, Patchouli","Name: Cambridge Knight English Laundry 2015 After Shave Brand: English Laundry Main accords:  Top notes: Blackcurrant, Grapefruit, Lily, Marine notes, Musk Middle notes: Bay leaf, Gaiac wood, Jasmine Base notes: Cedar, Oakmoss, Patchouli"
9704,Cambridge Knight English Laundry 2015 Eau de Parfum,English Laundry,"Fresh, Fruity, Spicy, Citrus, Woody","Blackcurrant, Grapefruit, Lily, Marine notes, Musk","Bay leaf, Gaiac wood, Jasmine","Cedar, Oakmoss, Patchouli","Name: Cambridge Knight English Laundry 2015 Eau de Parfum Brand: English Laundry Main accords: Fresh, Fruity, Spicy, Citrus, Woody Top notes: Blackcurrant, Grapefruit, Lily, Marine notes, Musk Middle notes: Bay leaf, Gaiac wood, Jasmine Base notes: Cedar, Oakmoss, Patchouli"
9705,Cambridge Knight English Laundry Body Spray,English Laundry,,"Blackcurrant, Grapefruit, Lily, Marine notes, Musk","Bay leaf, Gaiac wood, Jasmine","Cedar, Oakmoss, Patchouli","Name: Cambridge Knight English Laundry Body Spray Brand: English Laundry Main accords:  Top notes: Blackcurrant, Grapefruit, Lily, Marine notes, Musk Middle notes: Bay leaf, Gaiac wood, Jasmine Base notes: Cedar, Oakmoss, Patchouli"
9706,Cambridge MEM Company / M. E. Mayer Cologne,MEM Company / M. E. Mayer,"Sweet, Synthetic, Gourmand, Citrus, Oriental","Caramel, Cream, Mandarin orange, Peach, Funk","Jasmine, Orange blossom, Toffee, Scum","Ambergris, Cedarwood, Gaiac wood, Sandalwood, Mold","Name: Cambridge MEM Company / M. E. Mayer Cologne Brand: MEM Company / M. E. Mayer Main accords: Sweet, Synthetic, Gourmand, Citrus, Oriental Top notes: Caramel, Cream, Mandarin orange, Peach, Funk Middle notes: Jasmine, Orange blossom, Toffee, Scum Base notes: Ambergris, Cedarwood, Gaiac wood, Sandalwood, Mold"
9707,Camel,Zoologist,"Spicy, Oriental, Animal, Resinous, Fruity","Dried fruits, Frankincense, Rose","Incense material, Myrrh, Amber, Cinnamon, Orange blossom, Cedar, Jasmine","Civet, Musk, Sandalwood, Vanilla, Oud, Tonka bean, Vetiver","Name: Camel Brand: Zoologist Main accords: Spicy, Oriental, Animal, Resinous, Fruity Top notes: Dried fruits, Frankincense, Rose Middle notes: Incense material, Myrrh, Amber, Cinnamon, Orange blossom, Cedar, Jasmine Base notes: Civet, Musk, Sandalwood, Vanilla, Oud, Tonka bean, Vetiver"
9708,Camelia,Acqua di Parma,"Floral, Citrus, Fresh, Spicy, Sweet","Calabrian bergamot, Mandarin orange, Pink pepper, Cardamom","Jasmine sambac, Clary sage, Camellia","Musk, Benzoin","Name: Camelia Brand: Acqua di Parma Main accords: Floral, Citrus, Fresh, Spicy, Sweet Top notes: Calabrian bergamot, Mandarin orange, Pink pepper, Cardamom Middle notes: Jasmine sambac, Clary sage, Camellia Base notes: Musk, Benzoin"
9709,Camelia Flowers,Massimiliano Torti – Il Profumiere,,"Lemon zest, Mandarin orange, Neroli, Drenzlor","Jasmine, Vervain, Ylang-ylang","Amber, Citrus blossom honey, Musk, XylophazQ","Name: Camelia Flowers Brand: Massimiliano Torti – Il Profumiere Main accords:  Top notes: Lemon zest, Mandarin orange, Neroli, Drenzlor Middle notes: Jasmine, Vervain, Ylang-ylang Base notes: Amber, Citrus blossom honey, Musk, XylophazQ"
9710,Camelia,L'Erbolario,"Floral, Powdery, Sweet, Green, Spicy","Elemi resin, Bitter orange, Rose","Camellia, Tonka bean, Geranium","Amber, Atlas cedar, Benzoin, Vanilla","Name: Camelia Brand: L'Erbolario Main accords: Floral, Powdery, Sweet, Green, Spicy Top notes: Elemi resin, Bitter orange, Rose Middle notes: Camellia, Tonka bean, Geranium Base notes: Amber, Atlas cedar, Benzoin, Vanilla"
9711,Camelia,Monotheme,"Sweet, Creamy, Floral, Powdery",,,,"Name: Camelia Brand: Monotheme Main accords: Sweet, Creamy, Floral, Powdery Top notes:  Middle notes:  Base notes: "
9712,Camellia Flamenco for You,Lazell,,"Orange blossom, Osmanthus","Amber, Musk","Patchouli, Vanilla, Vetiver","Name: Camellia Flamenco for You Brand: Lazell Main accords:  Top notes: Orange blossom, Osmanthus Middle notes: Amber, Musk Base notes: Patchouli, Vanilla, Vetiver"
9713,Camellia,Keiko Mecheri,"Floral, Sweet, Fruity, Powdery, Green",,,,"Name: Camellia Brand: Keiko Mecheri Main accords: Floral, Sweet, Fruity, Powdery, Green Top notes:  Middle notes:  Base notes: "
9714,Cameo Noir,Bourbon French Parfums,Fresh,"Calabrian bergamot, Orange blossom, Spoiled Spice","Oolong tea, Chinese magnolia, Must","Ambergris, Mysore sandalwood, Mud","Name: Cameo Noir Brand: Bourbon French Parfums Main accords: Fresh Top notes: Calabrian bergamot, Orange blossom, Spoiled Spice Middle notes: Oolong tea, Chinese magnolia, Must Base notes: Ambergris, Mysore sandalwood, Mud"
9715,Cameo,Sonoma Scent Studio,"Animal, Woody, Sweet, Powdery, Floral",,,,"Name: Cameo Brand: Sonoma Scent Studio Main accords: Animal, Woody, Sweet, Powdery, Floral Top notes:  Middle notes:  Base notes: "
9716,Camerata,S&C Perfumes / Suchel Camacho,"Earthy, Leathery, Oriental, Powdery, Spicy","Aldehydes, Bergamot, Clove, Green notes, Lavender","Geranium, Jasmine, Lily of the valley, Rose, Tuberose, Ylang-ylang","Amber, Civet, Musk, Patchouli, Vetiver, Woods","Name: Camerata Brand: S&C Perfumes / Suchel Camacho Main accords: Earthy, Leathery, Oriental, Powdery, Spicy Top notes: Aldehydes, Bergamot, Clove, Green notes, Lavender Middle notes: Geranium, Jasmine, Lily of the valley, Rose, Tuberose, Ylang-ylang Base notes: Amber, Civet, Musk, Patchouli, Vetiver, Woods"
9717,Camicia 113 Gianfranco Ferré 2015 Eau de Parfum,Gianfranco Ferré,"Floral, Fresh, Powdery, Spicy, Fruity","Peony, Bergamot, Magnolia","Iris, Jasmine, Violet","Musk, Patchouli, Benzoin Siam","Name: Camicia 113 Gianfranco Ferré 2015 Eau de Parfum Brand: Gianfranco Ferré Main accords: Floral, Fresh, Powdery, Spicy, Fruity Top notes: Peony, Bergamot, Magnolia Middle notes: Iris, Jasmine, Violet Base notes: Musk, Patchouli, Benzoin Siam"
9718,Camicia 113 Gianfranco Ferré 2016 Eau de Toilette,Gianfranco Ferré,"Floral, Fresh, Fruity, Sweet, Citrus","Red berry sorbet, Magnolia, Sicilian bergamot","Cotton flower, Jasmine, Peony","Iris, Musk, Patchouli","Name: Camicia 113 Gianfranco Ferré 2016 Eau de Toilette Brand: Gianfranco Ferré Main accords: Floral, Fresh, Fruity, Sweet, Citrus Top notes: Red berry sorbet, Magnolia, Sicilian bergamot Middle notes: Cotton flower, Jasmine, Peony Base notes: Iris, Musk, Patchouli"
